gene_id	sample_A	sample_B	sample_C	sample_D	sample_E	sample_F
ENSMUSG00000037167	0	0	0	0	0	0
ENSMUSG00000037169	10	0	0	5	1	0
ENSMUSG00000037171	0	1	0	2	0	0
ENSMUSG00000037172	17	1	0	11	3	0
ENSMUSG00000037174	1672	1886	2689	3571	2600	3752
ENSMUSG00000037185	2	0	0	2	1	0
ENSMUSG00000037188	0	0	0	0	0	0
ENSMUSG00000037190	42	32	35	114	41	45
ENSMUSG00000037196	0	0	0	0	0	1
ENSMUSG00000037197	775	739	962	2137	968	1362
ENSMUSG00000037202	0	0	0	0	0	0
ENSMUSG00000037204	195	204	305	396	268	311
ENSMUSG00000037206	0	0	0	4	0	0
ENSMUSG00000037210	645	848	1223	1315	1124	1424
ENSMUSG00000037211	21	9	16	161	25	92
ENSMUSG00000037214	145	144	171	340	221	326
ENSMUSG00000037216	20	19	12	47	22	6
ENSMUSG00000037217	2	0	1	0	2	2
ENSMUSG00000037221	877	1140	1615	1463	1334	1275
ENSMUSG00000037224	0	1	2	1	1	0
ENSMUSG00000037225	4	0	2	26	2	3
ENSMUSG00000037234	453	533	629	903	642	786
ENSMUSG00000037235	50	14	19	247	27	88
ENSMUSG00000037236	1460	1463	1881	4124	2210	2865
ENSMUSG00000037239	9	4	8	10	4	16
ENSMUSG00000037242	7945	16735	22616	16502	21453	27817
ENSMUSG00000037243	269	86	143	734	151	376
ENSMUSG00000037246	0	0	0	0	0	0
ENSMUSG00000037247	0	0	0	0	0	0
ENSMUSG00000037251	19	13	18	37	24	30
ENSMUSG00000037253	412	489	630	959	675	935
ENSMUSG00000037254	94	32	38	347	14	6
ENSMUSG00000037257	603	724	1001	1514	1015	1437
ENSMUSG00000037259	0	0	2	1	0	1
ENSMUSG00000037260	66	49	54	252	81	82
ENSMUSG00000037262	358	355	514	843	524	702
ENSMUSG00000037263	0	0	0	0	0	0
ENSMUSG00000037266	8979	1697	2509	19454	4460	8287
ENSMUSG00000037270	548	645	726	1166	683	871
ENSMUSG00000037275	591	544	696	1516	700	601
ENSMUSG00000037278	273	166	185	517	210	161
ENSMUSG00000037279	0	0	0	0	0	0
ENSMUSG00000037280	5	1	1	6	0	1
ENSMUSG00000037286	1421	2060	2678	2878	2440	2997
ENSMUSG00000037287	13866	7952	11416	16492	10731	7734
ENSMUSG00000037295	881	1204	1833	2070	1702	1922
ENSMUSG00000037296	184	242	317	537	320	385
ENSMUSG00000037300	289	246	298	651	386	407
ENSMUSG00000037306	16	0	2	9	1	0
ENSMUSG00000037307	0	0	0	0	0	0
ENSMUSG00000037313	3281	4859	7362	7410	5782	7327
ENSMUSG00000037315	548	617	837	1268	929	989
ENSMUSG00000037316	221	203	288	510	304	423
ENSMUSG00000037318	25	0	0	8	0	0
ENSMUSG00000037321	22	0	5	9	7	10
ENSMUSG00000037325	554	405	607	1221	585	1044
ENSMUSG00000037326	940	949	1229	1792	1126	1546
ENSMUSG00000037331	14546	15178	20748	25577	19289	18438
ENSMUSG00000037334	0	0	0	0	0	0
ENSMUSG00000037335	0	0	0	2	0	0
ENSMUSG00000037336	5190	4624	6359	13007	7536	13897
ENSMUSG00000037337	139	142	159	414	176	189
ENSMUSG00000037339	241	276	376	676	379	523
ENSMUSG00000037341	0	0	0	0	0	0
ENSMUSG00000037343	798	1029	1289	2136	1221	1212
ENSMUSG00000037344	7	2	0	19	4	11
ENSMUSG00000037346	2	0	0	0	0	0
ENSMUSG00000037347	0	0	0	1	0	0
ENSMUSG00000037348	18	24	22	24	13	30
ENSMUSG00000037349	43	40	72	101	75	90
ENSMUSG00000037351	600	563	847	1565	833	908
ENSMUSG00000037353	142	63	54	273	85	92
ENSMUSG00000037355	249	248	319	618	414	624
ENSMUSG00000037358	0	0	0	0	0	0
ENSMUSG00000037361	721	981	1168	2396	1216	1575
ENSMUSG00000037362	0	0	0	0	0	0
ENSMUSG00000037363	169	168	220	411	230	320
ENSMUSG00000037364	4722	4401	6192	9418	6399	7490
ENSMUSG00000037366	20	0	2	42	4	0
ENSMUSG00000037369	3618	2695	4850	5190	4522	3373
ENSMUSG00000037370	7	5	1	7	0	3
ENSMUSG00000037373	8043	10541	14972	16321	13756	18769
ENSMUSG00000037375	1	0	0	13	1	1
ENSMUSG00000037376	248	203	282	988	243	236
ENSMUSG00000037379	13	4	10	33	7	34
ENSMUSG00000037386	0	0	0	0	0	0
ENSMUSG00000037390	0	0	0	0	0	0
ENSMUSG00000037393	0	0	0	0	0	0
ENSMUSG00000037395	171	188	239	465	361	501
ENSMUSG00000037400	610	575	695	1524	811	1065
ENSMUSG00000037405	15	0	3	10	3	7
ENSMUSG00000037406	0	0	0	0	0	0
ENSMUSG00000037408	105	134	164	201	185	281
ENSMUSG00000037410	1277	1110	1605	1979	1603	1647
ENSMUSG00000037411	12	2	7	72	5	5
ENSMUSG00000037415	31732	24322	34212	36238	32735	33556
ENSMUSG00000037416	1629	2379	2896	3399	2720	3405
ENSMUSG00000037418	2	0	0	0	2	1
ENSMUSG00000037419	6647	8228	11344	10544	10210	9928
ENSMUSG00000037424	0	0	0	0	0	0
ENSMUSG00000037426	450	563	713	1005	816	960
ENSMUSG00000037428	29	4	4	20	2	9
ENSMUSG00000037432	17	16	16	18	18	17
ENSMUSG00000037434	955	592	851	2335	1183	1594
ENSMUSG00000037437	0	0	0	0	0	0
ENSMUSG00000037438	1	1	2	4	3	1
ENSMUSG00000037440	0	0	0	0	0	0
ENSMUSG00000037443	662	687	996	1646	1046	1474
ENSMUSG00000037446	0	0	0	8	1	1
ENSMUSG00000037447	19	4	18	53	23	46
ENSMUSG00000037451	0	1	0	0	0	0
ENSMUSG00000037455	12	7	5	22	6	9
ENSMUSG00000037458	15140	17244	23681	26724	21075	20711
ENSMUSG00000037461	885	1099	1569	1921	1642	1733
ENSMUSG00000037463	0	0	0	2	0	0
ENSMUSG00000037465	537	403	550	1023	698	798
ENSMUSG00000037466	306	381	577	870	582	870
ENSMUSG00000037469	0	0	0	0	0	0
ENSMUSG00000037470	752	973	1105	1683	1170	1530
ENSMUSG00000037474	1388	2027	2553	3381	2811	3398
ENSMUSG00000037475	1235	1531	1953	3302	1899	2221
ENSMUSG00000037477	0	0	2	0	0	1
ENSMUSG00000037482	0	0	0	0	0	0
ENSMUSG00000037486	1042	1317	1565	2636	1814	2226
ENSMUSG00000037487	1690	2193	2619	4453	2536	3013
ENSMUSG00000037490	0	0	0	0	0	0
ENSMUSG00000037492	0	0	0	0	0	0
ENSMUSG00000037493	5	4	0	26	4	7
ENSMUSG00000037499	150	224	364	440	290	605
ENSMUSG00000037503	942	872	1111	2417	1343	1620
ENSMUSG00000037509	5	3	2	7	2	3
ENSMUSG00000037514	1157	1386	1996	2810	2041	2957
ENSMUSG00000037519	836	876	1312	2214	1167	1605
ENSMUSG00000037523	2970	2588	3883	3779	3905	3802
ENSMUSG00000037525	36	30	30	120	45	48
ENSMUSG00000037526	731	406	580	914	534	601
ENSMUSG00000037529	0	0	0	0	0	0
ENSMUSG00000037531	164	172	229	465	229	206
ENSMUSG00000037533	1419	1948	2305	2954	2246	2314
ENSMUSG00000037535	0	4	2	2	0	1
ENSMUSG00000037536	5625	3276	5134	6419	4648	4299
ENSMUSG00000037537	0	0	0	0	0	0
ENSMUSG00000037541	1	0	0	7	0	0
ENSMUSG00000037542	6	2	6	10	6	4
ENSMUSG00000037544	4015	4499	6576	7553	6384	6638
ENSMUSG00000037548	0	0	0	2	0	0
ENSMUSG00000037552	40	50	58	126	102	94
ENSMUSG00000037553	142	30	48	242	21	48
ENSMUSG00000037563	4716	7148	9817	23472	9471	13834
ENSMUSG00000037568	4	0	0	0	0	0
ENSMUSG00000037570	769	877	1343	1720	1035	1338
ENSMUSG00000037572	2390	2721	3478	6110	4319	4940
ENSMUSG00000037573	202	86	157	501	158	307
ENSMUSG00000037577	11	5	11	12	8	9
ENSMUSG00000037578	0	0	0	0	0	0
ENSMUSG00000037579	15	0	2	6	2	0
ENSMUSG00000037580	84	90	142	256	202	332
ENSMUSG00000037583	0	0	0	0	0	0
ENSMUSG00000037593	5	3	4	15	4	11
ENSMUSG00000037594	4	4	4	10	6	2
ENSMUSG00000037600	0	0	0	0	0	0
ENSMUSG00000037601	1107	1825	2461	3042	1956	1385
ENSMUSG00000037603	0	0	0	0	0	0
ENSMUSG00000037605	0	0	0	1	0	0
ENSMUSG00000037606	2	1	0	3	1	0
ENSMUSG00000037608	1938	1785	2302	5238	2709	3497
ENSMUSG00000037610	0	0	0	0	0	0
ENSMUSG00000037613	26	2	2	5	1	0
ENSMUSG00000037617	38	20	46	82	64	62
ENSMUSG00000037621	2	0	0	0	0	0
ENSMUSG00000037622	1708	1740	2409	2922	1921	2451
ENSMUSG00000037624	0	0	0	0	0	0
ENSMUSG00000037625	0	0	0	4	0	0
ENSMUSG00000037627	0	0	0	0	0	0
ENSMUSG00000037628	1272	1569	2478	2506	1991	2596
ENSMUSG00000037636	0	0	0	0	0	0
ENSMUSG00000037638	1	1	0	7	2	2
ENSMUSG00000037640	58	65	115	125	109	113
ENSMUSG00000037643	98	88	91	213	144	115
ENSMUSG00000037646	2397	2615	3305	4635	3355	4131
ENSMUSG00000037649	8	3	3	15	2	3
ENSMUSG00000037652	360	465	596	1001	554	771
ENSMUSG00000037653	0	0	0	0	0	0
ENSMUSG00000037656	185	77	124	413	171	320
ENSMUSG00000037660	0	0	0	0	0	0
ENSMUSG00000037661	9	0	0	6	8	2
ENSMUSG00000037664	31	6	15	90	18	23
ENSMUSG00000037669	504	639	795	1318	767	696
ENSMUSG00000037674	134	64	104	489	166	206
ENSMUSG00000037679	54	16	26	172	9	1
ENSMUSG00000037681	5	0	2	2	0	4
ENSMUSG00000037683	0	0	0	0	0	0
ENSMUSG00000037685	2627	3004	3544	6832	4023	5359
ENSMUSG00000037686	4	0	0	11	1	0
ENSMUSG00000037689	0	0	0	0	0	0
ENSMUSG00000037692	52	5	32	94	39	23
ENSMUSG00000037697	1886	1360	1853	3007	1899	1370
ENSMUSG00000037703	51	61	60	151	104	117
ENSMUSG00000037705	43	4	6	63	11	10
ENSMUSG00000037706	284	207	236	639	359	727
ENSMUSG00000037708	0	0	0	0	0	0
ENSMUSG00000037709	0	1	0	0	1	0
ENSMUSG00000037710	507	650	809	1101	778	905
ENSMUSG00000037712	10	0	2	15	1	1
ENSMUSG00000037716	0	0	0	0	0	0
ENSMUSG00000037720	1643	1719	2073	4648	2973	3423
ENSMUSG00000037722	39	5	3	106	6	5
ENSMUSG00000037725	1137	1300	1974	2394	1690	2252
ENSMUSG00000037727	0	0	0	0	0	0
ENSMUSG00000037730	609	583	827	1463	882	1190
ENSMUSG00000037731	21	2	1	2	1	0
ENSMUSG00000037735	0	0	0	0	0	0
ENSMUSG00000037736	4	0	0	1	0	0
ENSMUSG00000037737	1	1	2	0	0	0
ENSMUSG00000037738	1	0	0	0	0	0
ENSMUSG00000037740	294	297	414	864	417	473
ENSMUSG00000037742	75951	112226	142472	218190	156154	192319
ENSMUSG00000037747	0	0	0	0	0	0
ENSMUSG00000037750	149	145	207	227	155	133
ENSMUSG00000037752	6	0	0	18	0	0
ENSMUSG00000037754	0	0	4	5	2	0
ENSMUSG00000037759	3	0	2	0	0	0
ENSMUSG00000037761	151	164	193	480	202	252
ENSMUSG00000037762	2	0	0	0	0	0
ENSMUSG00000037771	0	1	0	7	0	0
ENSMUSG00000037772	15	15	15	87	10	35
ENSMUSG00000037773	62	48	79	117	79	118
ENSMUSG00000037780	3	0	0	8	0	0
ENSMUSG00000037784	0	1	2	0	0	3
ENSMUSG00000037787	120	125	216	508	263	330
ENSMUSG00000037788	7247	5683	8546	10878	7742	9327
ENSMUSG00000037790	0	0	0	0	0	0
ENSMUSG00000037791	1277	1480	2059	2604	2058	2608
ENSMUSG00000037795	1409	2309	2634	4430	2583	4221
ENSMUSG00000037797	0	0	0	0	0	0
ENSMUSG00000037798	3	0	0	0	0	0
ENSMUSG00000037801	1	0	0	0	0	0
ENSMUSG00000037805	3518	4880	6852	12369	6378	8707
ENSMUSG00000037808	541	466	691	1714	868	1561
ENSMUSG00000037813	0	0	0	2	0	0
ENSMUSG00000037815	2269	3227	4235	5021	3850	4583
ENSMUSG00000037816	10	2	6	20	13	14
ENSMUSG00000037818	122	101	149	323	149	207
ENSMUSG00000037820	4384	6163	8619	9392	8532	9057
ENSMUSG00000037822	28	8	14	73	14	29
ENSMUSG00000037824	704	1106	1451	2142	1373	2219
ENSMUSG00000037826	11	9	9	20	5	8
ENSMUSG00000037827	0	0	0	35	12	16
ENSMUSG00000037833	1	1	2	22	8	11
ENSMUSG00000037843	0	0	0	0	0	0
ENSMUSG00000037845	227	258	368	542	380	439
ENSMUSG00000037846	9	0	0	11	2	6
ENSMUSG00000037847	28	26	51	105	52	59
ENSMUSG00000037849	2	0	0	0	0	0
ENSMUSG00000037851	2444	3473	4252	6128	5143	5825
ENSMUSG00000037852	0	0	0	3	1	2
ENSMUSG00000037855	0	0	0	0	0	0
ENSMUSG00000037857	503	430	582	1084	628	782
ENSMUSG00000037860	468	317	444	930	512	766
ENSMUSG00000037868	0	0	0	0	0	0
ENSMUSG00000037872	2469	2598	4080	4200	3624	3784
ENSMUSG00000037876	341	282	315	888	374	532
ENSMUSG00000037884	0	0	0	0	0	0
ENSMUSG00000037885	567	730	978	1140	1081	1093
ENSMUSG00000037887	1488	1681	2282	4194	2722	3623
ENSMUSG00000037890	6	0	5	18	17	12
ENSMUSG00000037892	0	0	0	2	0	0
ENSMUSG00000037894	7330	10024	13014	19970	13013	18395
ENSMUSG00000037896	1193	1380	1929	3327	2059	2811
ENSMUSG00000037902	108	3	8	42	5	1
ENSMUSG00000037904	2131	2423	3559	3239	3126	3862
ENSMUSG00000037905	256	55	68	485	106	159
ENSMUSG00000037907	53	6	7	43	11	11
ENSMUSG00000037910	0	0	0	0	0	0
ENSMUSG00000037913	2	0	0	0	1	0
ENSMUSG00000037916	2284	3524	4634	4874	4087	4607
ENSMUSG00000037921	4	0	0	0	0	0
ENSMUSG00000037922	8	1	0	2	1	0
ENSMUSG00000037924	0	0	0	0	0	0
ENSMUSG00000037926	362	495	597	686	643	708
ENSMUSG00000037933	595	651	930	1237	959	1198
ENSMUSG00000037935	2126	2297	3332	4415	3264	4242
ENSMUSG00000037936	1242	1646	2110	2834	2230	2912
ENSMUSG00000037938	82	117	136	278	147	208
ENSMUSG00000037940	8	0	1	5	1	3
ENSMUSG00000037942	1	0	8	0	2	0
ENSMUSG00000037944	0	0	0	0	0	0
ENSMUSG00000037946	12	4	1	7	0	1
ENSMUSG00000037949	13	0	3	16	1	1
ENSMUSG00000037953	0	0	0	0	0	0
ENSMUSG00000037957	260	312	391	611	418	588
ENSMUSG00000037958	241	256	368	577	402	416
ENSMUSG00000037960	5	1	0	13	3	1
ENSMUSG00000037962	0	0	0	0	0	0
ENSMUSG00000037965	702	587	735	2010	936	1321
ENSMUSG00000037966	62	34	39	136	28	57
ENSMUSG00000037971	300	249	389	726	395	875
ENSMUSG00000037972	9	0	4	13	2	0
ENSMUSG00000037973	0	0	0	0	0	0
ENSMUSG00000037974	1	0	0	0	0	0
ENSMUSG00000037977	0	0	0	0	0	0
ENSMUSG00000037979	17	8	19	20	11	12
ENSMUSG00000037982	0	1	4	2	2	5
ENSMUSG00000037984	0	0	0	0	0	0
ENSMUSG00000037989	1	0	0	0	0	0
ENSMUSG00000037990	0	0	0	0	0	0
ENSMUSG00000037991	248	366	528	486	507	636
ENSMUSG00000037992	10	0	0	14	0	0
ENSMUSG00000037993	892	933	1278	1931	1266	1462
ENSMUSG00000037994	3	0	0	0	0	0
ENSMUSG00000037995	0	0	0	1	0	0
ENSMUSG00000037996	0	0	0	0	0	0
ENSMUSG00000037997	117	106	151	264	163	340
ENSMUSG00000037999	4	0	0	4	1	0
ENSMUSG00000038000	314	340	458	778	520	708
ENSMUSG00000038002	1573	1582	2108	3211	2449	3445
ENSMUSG00000038005	1118	1699	2185	3616	2091	2789
ENSMUSG00000038007	54	17	27	109	22	28
ENSMUSG00000038009	3	0	3	6	0	0
ENSMUSG00000038010	78	76	111	171	99	188
ENSMUSG00000038011	2	4	0	1	3	0
ENSMUSG00000038013	418	543	593	734	632	865
ENSMUSG00000038014	5586	7745	10431	11847	9859	10059
ENSMUSG00000038015	0	0	0	0	0	0
ENSMUSG00000038020	1	2	0	3	0	0
ENSMUSG00000038022	2	2	2	4	3	1
ENSMUSG00000038023	367	446	576	726	495	508
ENSMUSG00000038024	412	699	830	1280	914	1016
ENSMUSG00000038025	715	971	1439	1857	1512	2298
ENSMUSG00000038026	0	0	0	0	0	0
ENSMUSG00000038028	11	0	0	7	3	0
ENSMUSG00000038034	105	29	49	224	86	157
ENSMUSG00000038037	6	0	1	1	1	2
ENSMUSG00000038039	192	199	215	527	254	204
ENSMUSG00000038042	3	0	0	2	0	2
ENSMUSG00000038044	0	0	0	0	0	0
ENSMUSG00000038045	4	6	21	8	2	10
ENSMUSG00000038046	81	47	67	220	84	86
ENSMUSG00000038047	946	1218	1603	2173	1586	1843
ENSMUSG00000038048	0	0	0	0	0	0
ENSMUSG00000038055	50	58	113	128	87	99
ENSMUSG00000038056	2165	3159	3482	3592	3047	4311
ENSMUSG00000038057	0	0	2	1	1	0
ENSMUSG00000038058	6	1	0	0	0	0
ENSMUSG00000038059	1109	1087	1703	2348	1305	1418
ENSMUSG00000038060	0	0	0	0	0	0
ENSMUSG00000038064	0	0	0	0	0	0
ENSMUSG00000038065	33	17	21	120	34	142
ENSMUSG00000038067	0	1	3	0	3	0
ENSMUSG00000038068	21	4	1	19	9	2
ENSMUSG00000038069	479	474	680	1178	806	903
ENSMUSG00000038070	22	16	8	24	19	88
ENSMUSG00000038071	0	0	0	0	0	0
ENSMUSG00000038072	10	1	0	7	1	0
ENSMUSG00000038074	6	3	4	8	1	12
ENSMUSG00000038077	0	0	0	0	0	0
ENSMUSG00000038079	13	7	8	41	8	2
ENSMUSG00000038080	55	28	36	65	40	26
ENSMUSG00000038084	793	923	1171	2009	1133	1088
ENSMUSG00000038085	43	56	74	124	75	60
ENSMUSG00000038086	0	0	0	2	0	0
ENSMUSG00000038092	0	0	0	0	0	0
ENSMUSG00000038094	0	0	0	0	0	0
ENSMUSG00000038095	1306	1792	2141	2860	2221	2425
ENSMUSG00000038102	859	1061	1335	2136	1333	1254
ENSMUSG00000038112	0	0	0	5	0	0
ENSMUSG00000038115	18	3	11	50	11	4
ENSMUSG00000038116	85	95	89	216	119	175
ENSMUSG00000038119	4	0	0	4	0	0
ENSMUSG00000038121	810	754	986	1404	1007	908
ENSMUSG00000038122	8	4	3	8	5	4
ENSMUSG00000038126	447	478	693	815	643	970
ENSMUSG00000038127	325	290	401	920	332	425
ENSMUSG00000038128	2	0	0	3	1	0
ENSMUSG00000038132	0	0	0	0	0	0
ENSMUSG00000038135	0	0	0	2	0	0
ENSMUSG00000038141	19	6	8	90	14	36
ENSMUSG00000038143	0	0	0	3	0	0
ENSMUSG00000038145	683	620	879	1022	676	751
ENSMUSG00000038146	19	13	15	24	9	17
ENSMUSG00000038147	8	3	1	12	2	0
ENSMUSG00000038148	0	0	0	0	0	0
ENSMUSG00000038150	2130	1994	2875	4290	3113	3780
ENSMUSG00000038151	1	1	0	3	1	3
ENSMUSG00000038152	4	0	0	26	4	6
ENSMUSG00000038155	29	16	42	28	17	25
ENSMUSG00000038156	1	0	0	0	0	0
ENSMUSG00000038160	189	214	261	508	278	287
ENSMUSG00000038165	0	0	0	0	0	0
ENSMUSG00000038167	1	0	0	2	0	0
ENSMUSG00000038168	0	0	0	0	0	1
ENSMUSG00000038170	21	8	9	49	29	25
ENSMUSG00000038172	23	12	15	100	17	46
ENSMUSG00000038173	0	0	0	0	0	0
ENSMUSG00000038174	100	144	190	370	165	200
ENSMUSG00000038175	821	605	970	1478	954	1167
ENSMUSG00000038178	103	86	110	228	149	218
ENSMUSG00000038179	1	0	0	0	0	0
ENSMUSG00000038180	11	7	8	51	17	16
ENSMUSG00000038181	334	396	460	1090	478	478
ENSMUSG00000038187	225	326	369	603	344	597
ENSMUSG00000038188	9	1	0	8	0	0
ENSMUSG00000038192	0	0	0	0	0	0
ENSMUSG00000038193	1	0	0	9	0	0
ENSMUSG00000038195	4	4	0	7	4	0
ENSMUSG00000038199	0	0	0	1	0	0
ENSMUSG00000038201	0	0	0	0	0	0
ENSMUSG00000038203	0	0	0	0	0	0
ENSMUSG00000038204	0	0	0	0	0	0
ENSMUSG00000038205	34	28	29	151	55	63
ENSMUSG00000038206	631	863	1082	1337	957	1234
ENSMUSG00000038208	39	26	47	95	51	103
ENSMUSG00000038209	0	0	0	0	0	0
ENSMUSG00000038210	0	0	0	1	0	0
ENSMUSG00000038212	1033	1494	2030	2818	1938	2703
ENSMUSG00000038213	27	10	18	33	17	37
ENSMUSG00000038214	121	76	127	257	74	71
ENSMUSG00000038215	278	248	381	673	421	764
ENSMUSG00000038216	0	0	0	0	0	0
ENSMUSG00000038217	66	60	114	137	89	52
ENSMUSG00000038218	0	0	0	0	0	0
ENSMUSG00000038224	136	36	50	233	55	34
ENSMUSG00000038225	280	356	414	819	434	855
ENSMUSG00000038227	4	0	0	5	1	0
ENSMUSG00000038233	1	0	0	1	1	0
ENSMUSG00000038235	14	2	0	17	2	0
ENSMUSG00000038236	2	1	0	4	0	0
ENSMUSG00000038239	0	0	0	0	1	1
ENSMUSG00000038240	113	135	180	324	196	191
ENSMUSG00000038241	1140	1179	1801	3058	2225	2432
ENSMUSG00000038242	0	0	0	2	0	0
ENSMUSG00000038244	4	0	0	9	0	0
ENSMUSG00000038246	0	0	0	0	0	0
ENSMUSG00000038248	0	0	0	0	0	0
ENSMUSG00000038250	564	759	1028	1332	984	955
ENSMUSG00000038252	9078	12802	17837	18034	18035	25108
ENSMUSG00000038253	1	0	0	4	0	0
ENSMUSG00000038255	0	0	0	0	0	0
ENSMUSG00000038256	37	2	0	61	7	5
ENSMUSG00000038257	0	0	0	0	0	0
ENSMUSG00000038259	1	0	0	2	0	3
ENSMUSG00000038260	1	0	0	0	0	0
ENSMUSG00000038264	1	0	0	0	0	0
ENSMUSG00000038267	4903	4205	5969	6939	5457	5297
ENSMUSG00000038268	172	283	355	506	334	358
ENSMUSG00000038271	109	70	91	314	138	264
ENSMUSG00000038274	3065	4431	6073	17279	5722	8779
ENSMUSG00000038276	1	3	0	1	0	0
ENSMUSG00000038279	628	429	568	1487	494	511
ENSMUSG00000038280	265	298	423	795	507	578
ENSMUSG00000038286	46	26	52	92	50	73
ENSMUSG00000038290	599	675	889	1493	990	1273
ENSMUSG00000038291	108	135	183	404	247	319
ENSMUSG00000038292	0	0	0	3	0	0
ENSMUSG00000038295	6	0	0	4	0	0
ENSMUSG00000038296	1	0	0	6	0	1
ENSMUSG00000038298	5	0	6	0	0	0
ENSMUSG00000038299	367	229	294	885	299	289
ENSMUSG00000038300	0	0	0	0	0	0
ENSMUSG00000038301	47	22	35	6	27	30
ENSMUSG00000038302	24	25	27	60	41	50
ENSMUSG00000038304	1	0	0	3	2	1
ENSMUSG00000038305	2	0	1	2	0	0
ENSMUSG00000038311	0	0	0	0	0	0
ENSMUSG00000038312	221	235	311	563	298	366
ENSMUSG00000038319	1	0	0	5	0	2
ENSMUSG00000038323	195	256	336	519	304	360
ENSMUSG00000038324	1879	1921	2616	3831	2593	3156
ENSMUSG00000038327	0	0	0	0	0	0
ENSMUSG00000038330	0	0	0	0	0	0
ENSMUSG00000038331	0	0	1	1	0	0
ENSMUSG00000038332	1269	1005	1399	2077	1454	1713
ENSMUSG00000038335	459	287	348	1482	382	398
ENSMUSG00000038342	147	74	111	349	125	137
ENSMUSG00000038344	252	241	299	642	345	427
ENSMUSG00000038346	806	871	1213	1864	1227	1833
ENSMUSG00000038347	0	0	0	0	0	0
ENSMUSG00000038349	0	0	0	1	0	0
ENSMUSG00000038351	72	48	58	134	49	58
ENSMUSG00000038352	15	1	4	18	11	5
ENSMUSG00000038354	0	0	0	0	0	0
ENSMUSG00000038357	23	0	8	11	3	4
ENSMUSG00000038365	70	96	150	255	143	170
ENSMUSG00000038366	110	30	37	384	61	132
ENSMUSG00000038368	196	228	275	625	269	348
ENSMUSG00000038369	446	550	666	1265	745	1064
ENSMUSG00000038370	1	0	2	3	0	0
ENSMUSG00000038371	12	1	0	11	1	0
ENSMUSG00000038372	68	85	151	172	63	83
ENSMUSG00000038374	981	1141	1595	2605	1507	1931
ENSMUSG00000038375	71	62	96	110	80	68
ENSMUSG00000038379	639	926	1295	1451	1173	1485
ENSMUSG00000038383	149	106	185	356	172	247
ENSMUSG00000038384	1003	1394	1776	1796	1620	2088
ENSMUSG00000038387	28	20	17	47	26	47
ENSMUSG00000038388	409	457	559	1017	536	439
ENSMUSG00000038390	0	0	0	0	0	0
ENSMUSG00000038393	1141	472	708	2653	1452	3455
ENSMUSG00000038398	270	333	470	691	453	773
ENSMUSG00000038400	0	0	0	0	0	0
ENSMUSG00000038402	1	0	0	0	0	0
ENSMUSG00000038403	2	2	0	1	0	0
ENSMUSG00000038406	1671	2225	3159	3587	2814	3838
ENSMUSG00000038408	0	0	0	2	0	0
ENSMUSG00000038412	375	592	791	1522	838	1231
ENSMUSG00000038415	0	0	0	0	0	0
ENSMUSG00000038416	521	617	956	1595	873	1070
ENSMUSG00000038417	509	637	894	890	702	707
ENSMUSG00000038418	61	13	16	83	10	12
ENSMUSG00000038421	1	0	0	0	0	2
ENSMUSG00000038422	8	11	19	26	12	3
ENSMUSG00000038425	180	199	261	633	279	352
ENSMUSG00000038429	1492	2135	2785	3045	2231	2232
ENSMUSG00000038437	20	0	6	11	2	0
ENSMUSG00000038446	545	600	802	1226	725	912
ENSMUSG00000038451	99	82	153	170	104	119
ENSMUSG00000038453	0	0	0	0	0	0
ENSMUSG00000038456	5	1	1	5	0	1
ENSMUSG00000038457	0	0	0	0	0	0
ENSMUSG00000038459	230	184	227	482	247	276
ENSMUSG00000038462	1853	2638	3808	4534	3133	3344
ENSMUSG00000038463	1	0	4	0	1	0
ENSMUSG00000038467	2570	2530	3846	4617	3321	4142
ENSMUSG00000038473	107	254	314	155	247	421
ENSMUSG00000038481	740	1000	1396	1489	1290	1722
ENSMUSG00000038482	2683	2891	4191	6462	4095	4796
ENSMUSG00000038485	277	327	439	588	432	640
ENSMUSG00000038486	3	0	2	6	2	0
ENSMUSG00000038489	582	761	962	1879	800	549
ENSMUSG00000038491	0	2	2	2	2	0
ENSMUSG00000038495	1348	1675	2355	2478	2091	2393
ENSMUSG00000038496	0	0	0	0	0	0
ENSMUSG00000038497	118	84	159	176	160	146
ENSMUSG00000038498	0	0	0	0	0	0
ENSMUSG00000038500	33	7	17	88	11	15
ENSMUSG00000038502	222	139	147	590	176	245
ENSMUSG00000038503	841	787	1167	1685	1195	1416
ENSMUSG00000038506	267	283	380	520	375	381
ENSMUSG00000038507	100	60	303	91	67	145
ENSMUSG00000038508	2	0	2	6	7	51
ENSMUSG00000038510	265	227	320	713	236	263
ENSMUSG00000038515	172	193	297	403	289	236
ENSMUSG00000038517	24	1	3	20	0	3
ENSMUSG00000038518	541	717	809	1429	1048	1184
ENSMUSG00000038520	533	536	767	1077	682	918
ENSMUSG00000038521	5	1	0	9	0	3
ENSMUSG00000038522	17	7	2	15	5	5
ENSMUSG00000038523	0	0	0	1	0	2
ENSMUSG00000038524	17	2	2	30	7	3
ENSMUSG00000038525	110	65	63	263	77	80
ENSMUSG00000038526	0	0	0	4	1	2
ENSMUSG00000038527	6	3	2	14	6	1
ENSMUSG00000038528	1	0	0	0	0	0
ENSMUSG00000038530	0	0	0	0	0	0
ENSMUSG00000038533	168	229	262	420	242	328
ENSMUSG00000038534	39	16	6	114	36	64
