ensembl_gene_id,external_gene_name
ENSMUSG00000006611,Hfe
ENSMUSG00000006638,Abhd1
ENSMUSG00000006641,Slc5a6
ENSMUSG00000006649,Nphs1
ENSMUSG00000006651,Aplp1
ENSMUSG00000006673,Qrich1
ENSMUSG00000006675,P4htm
ENSMUSG00000006676,Usp19
ENSMUSG00000006678,Pola1
ENSMUSG00000006699,Cdc42
ENSMUSG00000006705,Pknox1
ENSMUSG00000006711,D130043K22Rik
ENSMUSG00000006715,Gmnn
ENSMUSG00000006717,Acot13
ENSMUSG00000006728,Cdk4
ENSMUSG00000006731,B4galnt1
ENSMUSG00000006732,Mettl1
ENSMUSG00000006736,Tspan31
ENSMUSG00000006740,Kif5b
ENSMUSG00000006763,Saal1
ENSMUSG00000006782,Cnp
ENSMUSG00000006784,Odad4
ENSMUSG00000006818,Sod2
ENSMUSG00000006850,Tmco6
ENSMUSG00000006906,Stambp
ENSMUSG00000006920,Ezh1
ENSMUSG00000006932,Ctnnb1
ENSMUSG00000006941,Eif1b
ENSMUSG00000006998,Psmd2
ENSMUSG00000007029,Vars1
ENSMUSG00000007030,Vwa7
ENSMUSG00000007033,Hspa1l
ENSMUSG00000007035,Msh5
ENSMUSG00000007036,Abhd16a
ENSMUSG00000007038,Neu1
ENSMUSG00000007039,Ddah2
ENSMUSG00000007041,Clic1
ENSMUSG00000007050,Lsm2
ENSMUSG00000007080,Pole
ENSMUSG00000007122,Casq1
ENSMUSG00000007207,Stx1a
ENSMUSG00000007216,Zfp775
ENSMUSG00000007338,Mrpl49
ENSMUSG00000007379,Dennd2c
ENSMUSG00000007411,Mark3
ENSMUSG00000007415,Gatad1
ENSMUSG00000007458,M6pr
ENSMUSG00000007476,Lrrc8a
ENSMUSG00000007480,Mc5r
ENSMUSG00000007564,Ppp2r1a
ENSMUSG00000007570,Fance
ENSMUSG00000007589,Tinf2
ENSMUSG00000007591,Tssk4
ENSMUSG00000007603,Dus3l
ENSMUSG00000007610,Gtpbp3
ENSMUSG00000007613,Tgfbr1
ENSMUSG00000007617,Homer1
ENSMUSG00000007646,Rad51c
ENSMUSG00000007656,Arpp19
ENSMUSG00000007659,Bcl2l1
ENSMUSG00000007670,Khsrp
ENSMUSG00000007721,Ccdc124
ENSMUSG00000007739,Cct4
ENSMUSG00000007777,Trappc2b
ENSMUSG00000007783,Cpt1c
ENSMUSG00000007812,Zfp655
ENSMUSG00000007815,Rhoa
ENSMUSG00000007817,Zmiz1
ENSMUSG00000007827,Ankrd26
ENSMUSG00000007833,Aldh16a1
ENSMUSG00000007836,Hnrnpa0
ENSMUSG00000007837,Prrg2
ENSMUSG00000007850,Hnrnph1
ENSMUSG00000007872,Id3
ENSMUSG00000007880,Arid1a
ENSMUSG00000007888,Crlf1
ENSMUSG00000007891,Ctsd
ENSMUSG00000007892,Rplp1
ENSMUSG00000007908,Hmgcll1
ENSMUSG00000007950,Abhd8
ENSMUSG00000007987,Ift22
ENSMUSG00000008035,Mid1ip1
ENSMUSG00000008036,Ap2s1
ENSMUSG00000008090,Fgfrl1
ENSMUSG00000008140,Emc10
ENSMUSG00000008153,Clstn3
ENSMUSG00000008167,Fbxw9
ENSMUSG00000008200,Fnbp4
ENSMUSG00000008206,Cers4
ENSMUSG00000008226,Scrn3
ENSMUSG00000008301,Phax
ENSMUSG00000008305,Tle1
ENSMUSG00000008307,1700109H08Rik
ENSMUSG00000008318,Relt
ENSMUSG00000008333,Snrpb2
ENSMUSG00000008348,Ubc
ENSMUSG00000008373,Prpf31
ENSMUSG00000008384,Sertad1
ENSMUSG00000008393,Carhsp1
ENSMUSG00000008398,Elk3
ENSMUSG00000008429,Herpud2
ENSMUSG00000008435,Rdh13
ENSMUSG00000008450,Nutf2
ENSMUSG00000008475,Arpc5
ENSMUSG00000008489,Elavl2
ENSMUSG00000008496,Pou2f2
ENSMUSG00000008540,Mgst1
ENSMUSG00000008604,Ubqln4
ENSMUSG00000008668,Rps18
ENSMUSG00000008682,Rpl10
ENSMUSG00000008683,Rps15a
ENSMUSG00000008690,Ncaph2
ENSMUSG00000008730,Hipk1
ENSMUSG00000008763,Man1a2
ENSMUSG00000008822,Acyp1
ENSMUSG00000008843,Cldn13
ENSMUSG00000008855,Hdac5
ENSMUSG00000008859,Rala
ENSMUSG00000008892,Vdac3
ENSMUSG00000008958,Vps72
ENSMUSG00000008976,Gabpa
ENSMUSG00000009013,Dynll1
ENSMUSG00000009030,Pdcl
ENSMUSG00000009035,Tmem184b
ENSMUSG00000009073,Nf2
ENSMUSG00000009076,Zmat5
ENSMUSG00000009079,Ewsr1
ENSMUSG00000009090,Ap1b1
ENSMUSG00000009092,Derl3
ENSMUSG00000009108,Gnat2
ENSMUSG00000009112,Bcl2l13
ENSMUSG00000009145,Dqx1
ENSMUSG00000009207,Lnpk
ENSMUSG00000009246,Trpm5
ENSMUSG00000009248,Ascl2
ENSMUSG00000009291,Pttg1ip
ENSMUSG00000009293,Ube2g2
ENSMUSG00000009350,Mpo
ENSMUSG00000009376,Met
ENSMUSG00000009406,Elk1
ENSMUSG00000009418,Nav1
ENSMUSG00000009470,Tnpo1
ENSMUSG00000009535,Rnmt
ENSMUSG00000009549,Srp14
ENSMUSG00000009555,Cdk9
ENSMUSG00000009563,Tor2a
ENSMUSG00000009566,Fpgs
ENSMUSG00000009569,Mrtfb
ENSMUSG00000009575,Cbx5
ENSMUSG00000009585,Apobec3
ENSMUSG00000009614,Sardh
ENSMUSG00000009621,Vav2
ENSMUSG00000009630,Ppp2cb
ENSMUSG00000009633,G0s2
ENSMUSG00000009640,Dmap1
ENSMUSG00000009646,Pla2g12b
ENSMUSG00000009647,Mcu
ENSMUSG00000009654,Oit3
ENSMUSG00000009670,Tex11
ENSMUSG00000009681,Bcr
ENSMUSG00000009687,Fxyd5
ENSMUSG00000009731,Kcnd1
ENSMUSG00000009733,Tfcp2
ENSMUSG00000009741,Ubp1
ENSMUSG00000009772,Nuak2
ENSMUSG00000009828,Cilk1
ENSMUSG00000009863,Sdhb
ENSMUSG00000009894,Snap47
ENSMUSG00000009900,Wnt3a
ENSMUSG00000009905,Kdsr
ENSMUSG00000009907,Vps4b
ENSMUSG00000009927,Rps25
ENSMUSG00000009995,Tafazzin
ENSMUSG00000010025,Aldh3a2
ENSMUSG00000010044,Zmynd10
ENSMUSG00000010045,Tmem115
ENSMUSG00000010047,Hyal2
ENSMUSG00000010048,Ifrd2
ENSMUSG00000010051,Hyal1
ENSMUSG00000010054,Tusc2
ENSMUSG00000010057,Nprl2
ENSMUSG00000010067,Rassf1
ENSMUSG00000010095,Slc3a2
ENSMUSG00000010097,Nxf1
ENSMUSG00000010110,Stx5a
ENSMUSG00000010142,Tnfrsf13b
ENSMUSG00000010154,Spire2
ENSMUSG00000010175,Prox1
ENSMUSG00000010205,Raver1
ENSMUSG00000010277,Bltp2
ENSMUSG00000010290,AI597479
ENSMUSG00000010307,Tmem86a
ENSMUSG00000010342,Tex14
ENSMUSG00000010358,Ifi35
ENSMUSG00000010362,Rdm1
ENSMUSG00000010376,Nedd8
ENSMUSG00000010392,Gosr1
ENSMUSG00000010406,Mrpl52
ENSMUSG00000010453,Kansl3
ENSMUSG00000010461,Eya4
ENSMUSG00000010492,Uckl1os
ENSMUSG00000010517,Faf1
ENSMUSG00000010538,Tsacc
ENSMUSG00000010554,Mettl16
ENSMUSG00000010607,Pigyl
ENSMUSG00000010608,Rbm25
ENSMUSG00000010609,Psen2
ENSMUSG00000010663,Fads1
ENSMUSG00000010721,Lmbr1
ENSMUSG00000010751,Tnfrsf22
ENSMUSG00000010755,Cars1
ENSMUSG00000010797,Wnt2
ENSMUSG00000010830,Kdelr3
ENSMUSG00000010911,Apip
ENSMUSG00000010914,Pdhx
ENSMUSG00000010936,Vac14
ENSMUSG00000011008,Mcoln2
ENSMUSG00000011096,Akt1s1
ENSMUSG00000011114,Tbrg1
ENSMUSG00000011148,Adss1
ENSMUSG00000011158,Brf1
ENSMUSG00000011179,Odc1
ENSMUSG00000011254,Thg1l
ENSMUSG00000011256,Adam19
ENSMUSG00000011257,Pabpc4
ENSMUSG00000011263,Exoc3l2
ENSMUSG00000011267,Zfp296
ENSMUSG00000011306,Sugp1
ENSMUSG00000011382,Dhdh
ENSMUSG00000011427,Zfp790
ENSMUSG00000011658,Fuz
ENSMUSG00000011751,Sptbn4
ENSMUSG00000011752,Pgam1
ENSMUSG00000011831,Evi5
ENSMUSG00000011832,Evi5l
ENSMUSG00000011837,Snapc2
ENSMUSG00000011877,Git1
ENSMUSG00000011884,Gltp
ENSMUSG00000011958,Bnip2
ENSMUSG00000011960,Ccnt1
ENSMUSG00000012076,Brms1l
ENSMUSG00000012114,Med15
ENSMUSG00000012117,Dhdds
ENSMUSG00000012126,Ubxn11
ENSMUSG00000012296,Tjap1
ENSMUSG00000012405,Rpl15
ENSMUSG00000012422,Tmem167
ENSMUSG00000012429,Mplkip
ENSMUSG00000012443,Kif11
ENSMUSG00000012483,Rpa3
ENSMUSG00000012519,Mlkl
ENSMUSG00000012535,Tnpo3
ENSMUSG00000012609,Ttll5
ENSMUSG00000012640,Zfp715
ENSMUSG00000012848,Rps5
ENSMUSG00000013033,Adgrl1
ENSMUSG00000013076,Amotl1
ENSMUSG00000013089,Etv5
ENSMUSG00000013150,Gfod2
ENSMUSG00000013155,Enkd1
ENSMUSG00000013160,Atp6v0d1
ENSMUSG00000013236,Ptprs
ENSMUSG00000013275,Slc41a1
ENSMUSG00000013415,Igf2bp1
ENSMUSG00000013418,B4galnt2
ENSMUSG00000013419,Zbtb47
ENSMUSG00000013465,Nelfb
ENSMUSG00000013495,Tmem175
ENSMUSG00000013539,Tango2
ENSMUSG00000013584,Aldh1a2
ENSMUSG00000013593,Ndufs2
ENSMUSG00000013622,Atraid
ENSMUSG00000013629,Cad
ENSMUSG00000013646,Sh3bp5l
ENSMUSG00000013662,Atad1
ENSMUSG00000013663,Pten
ENSMUSG00000013698,Pea15a
ENSMUSG00000013701,Timm23
ENSMUSG00000013707,Tnfaip8l2
ENSMUSG00000013736,Trnt1
ENSMUSG00000013787,Ehmt2
ENSMUSG00000013822,Elof1
ENSMUSG00000013833,Med16
ENSMUSG00000013846,St3gal1
ENSMUSG00000013858,Tmem259
ENSMUSG00000013878,Rnf170
ENSMUSG00000013973,Dedd
ENSMUSG00000013997,Nit1
ENSMUSG00000014030,Pax5
ENSMUSG00000014039,Prdm15
ENSMUSG00000014074,Rnf168
ENSMUSG00000014075,Dynlt2b
ENSMUSG00000014077,Chp1
ENSMUSG00000014158,Trpv4
ENSMUSG00000014164,Klhl3
ENSMUSG00000014177,Tvp23b
ENSMUSG00000014195,Dnajc7
ENSMUSG00000014226,Cacybp
ENSMUSG00000014232,Cluap1
ENSMUSG00000014243,Zswim7
ENSMUSG00000014245,Pigl
ENSMUSG00000014294,Ndufa2
ENSMUSG00000014301,Pam16
ENSMUSG00000014303,Glis2
ENSMUSG00000014313,Cox6c
ENSMUSG00000014349,Ube2z
ENSMUSG00000014353,Tmem87b
ENSMUSG00000014355,Anapc1
ENSMUSG00000014361,Mertk
ENSMUSG00000014402,Tsg101
ENSMUSG00000014418,Hps5
ENSMUSG00000014426,Map3k4
ENSMUSG00000014444,Piezo1
ENSMUSG00000014470,Rnf166
ENSMUSG00000014496,Ankrd28
ENSMUSG00000014498,Ankrd52
ENSMUSG00000014503,Pkd2l2
ENSMUSG00000014504,Srp19
ENSMUSG00000014547,Wdfy2
ENSMUSG00000014550,Rbsn
ENSMUSG00000014551,Mrps25
ENSMUSG00000014554,Dguok
ENSMUSG00000014592,Camta1
ENSMUSG00000014599,Csf1
ENSMUSG00000014601,Strip1
ENSMUSG00000014602,Kif1a
ENSMUSG00000014606,Slc25a11
ENSMUSG00000014633,Cmc2
ENSMUSG00000014668,Chfr
ENSMUSG00000014748,Tex261
ENSMUSG00000014763,Fam120b
ENSMUSG00000014767,Tbp
ENSMUSG00000014769,Psmb1
ENSMUSG00000014771,Pdcd2
ENSMUSG00000014778,Fhod1
ENSMUSG00000014791,Elmo3
ENSMUSG00000014837,Matcap1
ENSMUSG00000014846,Tppp3
ENSMUSG00000014850,Msh3
ENSMUSG00000014856,Tmem208
ENSMUSG00000014859,E2f4
ENSMUSG00000014867,Surf4
ENSMUSG00000014873,Surf2
ENSMUSG00000014905,Dnajb9
ENSMUSG00000014907,Naf1
ENSMUSG00000014932,Yes1
ENSMUSG00000014956,Ppp1cb
ENSMUSG00000014959,Gorasp2
ENSMUSG00000014980,Tsen15
ENSMUSG00000015002,Efr3a
ENSMUSG00000015013,Trappc2l
ENSMUSG00000015016,Acsf3
ENSMUSG00000015023,Ddx19a
ENSMUSG00000015027,Galns
ENSMUSG00000015053,Gata2
ENSMUSG00000015083,C8g
ENSMUSG00000015087,Rabl6
ENSMUSG00000015092,Edf1
ENSMUSG00000015095,Fbxw5
ENSMUSG00000015112,Slc25a13
ENSMUSG00000015120,Ube2i
ENSMUSG00000015126,Tsr3
ENSMUSG00000015127,Unkl
ENSMUSG00000015133,Lrrk1
ENSMUSG00000015134,Aldh1a3
ENSMUSG00000015143,Actn1
ENSMUSG00000015149,Sirt2
ENSMUSG00000015165,Hnrnpl
ENSMUSG00000015176,Nolc1
ENSMUSG00000015189,Casd1
ENSMUSG00000015202,Cnksr3
ENSMUSG00000015214,Mtmr1
ENSMUSG00000015217,Hmgb3
ENSMUSG00000015243,Abca1
ENSMUSG00000015247,Nipsnap3b
ENSMUSG00000015289,Lage3
ENSMUSG00000015290,Ubl4a
ENSMUSG00000015291,Gdi1
ENSMUSG00000015305,Sash1
ENSMUSG00000015312,Gadd45b
ENSMUSG00000015316,Slamf1
ENSMUSG00000015335,Zdhhc12
ENSMUSG00000015337,Endog
ENSMUSG00000015340,Cybb
ENSMUSG00000015341,Golga7
ENSMUSG00000015342,Xk
ENSMUSG00000015354,Pcolce2
ENSMUSG00000015355,Cd48
ENSMUSG00000015357,Clpx
ENSMUSG00000015363,Trabd
ENSMUSG00000015377,Dennd6b
ENSMUSG00000015401,Cltrn
ENSMUSG00000015451,C4a
ENSMUSG00000015452,Ager
ENSMUSG00000015461,Atf6b
ENSMUSG00000015467,Egfl8
ENSMUSG00000015468,Notch4
ENSMUSG00000015474,Ppt2
ENSMUSG00000015478,Rnf5
ENSMUSG00000015488,Cacfd1
ENSMUSG00000015522,Arnt
ENSMUSG00000015536,Mocs2
ENSMUSG00000015542,Nat9
ENSMUSG00000015568,Lpl
ENSMUSG00000015575,Atp6v0e
ENSMUSG00000015597,Zfp318
ENSMUSG00000015605,Srf
ENSMUSG00000015647,Lama5
ENSMUSG00000015653,Steap2
ENSMUSG00000015656,Hspa8
ENSMUSG00000015659,Serac1
ENSMUSG00000015668,Pdzd11
ENSMUSG00000015671,Psma2
ENSMUSG00000015672,Mrpl32
ENSMUSG00000015697,Setdb1
ENSMUSG00000015702,Anxa9
ENSMUSG00000015711,Prune1
ENSMUSG00000015714,Cers2
ENSMUSG00000015733,Capza2
ENSMUSG00000015745,Plekho1
ENSMUSG00000015747,Vps45
ENSMUSG00000015748,Prpf3
ENSMUSG00000015749,Anp32e
ENSMUSG00000015750,Aph1a
ENSMUSG00000015755,Tab2
ENSMUSG00000015757,Ppil4
ENSMUSG00000015759,Cnih1
ENSMUSG00000015766,Eps8
ENSMUSG00000015776,Med22
ENSMUSG00000015790,Surf1
ENSMUSG00000015804,Med28
ENSMUSG00000015806,Qdpr
ENSMUSG00000015812,Gnrh1
ENSMUSG00000015829,Tnr
ENSMUSG00000015837,Sqstm1
ENSMUSG00000015839,Nfe2l2
ENSMUSG00000015846,Rxra
ENSMUSG00000015854,Cd5l
ENSMUSG00000015869,Prpsap1
ENSMUSG00000015880,Ncapg
ENSMUSG00000015882,Lcorl
ENSMUSG00000015889,Lta4h
ENSMUSG00000015932,Dstn
ENSMUSG00000015937,Macroh2a1
ENSMUSG00000015942,Gtf2ird2
ENSMUSG00000015943,Bola1
ENSMUSG00000015944,Castor2
ENSMUSG00000015947,Fcgr1
ENSMUSG00000015950,Ncf1
ENSMUSG00000015961,Adss2
ENSMUSG00000015970,Chdh
ENSMUSG00000015971,Actr8
ENSMUSG00000015980,Lrrc27
ENSMUSG00000015994,Fnta
ENSMUSG00000016018,Mtrex
ENSMUSG00000016024,Lbp
ENSMUSG00000016087,Fli1
ENSMUSG00000016128,Stard13
ENSMUSG00000016181,Utp25
ENSMUSG00000016200,Syt14
ENSMUSG00000016252,Atp5f1e
ENSMUSG00000016253,Nelfcd
ENSMUSG00000016255,Tubb1
ENSMUSG00000016256,Ctsz
ENSMUSG00000016257,Prelid3b
ENSMUSG00000016262,Sertad4
ENSMUSG00000016308,Ube2a
ENSMUSG00000016319,Slc25a5
ENSMUSG00000016344,Ppdpf
ENSMUSG00000016346,Kcnq2
ENSMUSG00000016356,Col20a1
ENSMUSG00000016382,Pls3
ENSMUSG00000016386,Mpped2
ENSMUSG00000016409,Nkap
ENSMUSG00000016427,Ndufa1
ENSMUSG00000016477,E2f3
ENSMUSG00000016481,Cr1l
ENSMUSG00000016487,Ppfibp1
ENSMUSG00000016493,Cd46
ENSMUSG00000016494,Cd34
ENSMUSG00000016495,Plgrkt
ENSMUSG00000016496,Cd274
ENSMUSG00000016503,Gtf3a
ENSMUSG00000016510,Mtif3
ENSMUSG00000016520,Lnx2
ENSMUSG00000016526,Dyrk3
ENSMUSG00000016528,Mapkapk2
ENSMUSG00000016534,Lamp2
ENSMUSG00000016541,Atxn10
ENSMUSG00000016552,Foxred2
ENSMUSG00000016554,Eif3d
ENSMUSG00000016559,H3f3b
ENSMUSG00000016619,Nup50
ENSMUSG00000016637,Ift27
ENSMUSG00000016664,Pacsin2
ENSMUSG00000016756,Cmah
ENSMUSG00000016757,Ttll12
ENSMUSG00000016763,Scube1
ENSMUSG00000016831,Tox4
ENSMUSG00000016833,Mrps18c
ENSMUSG00000016921,Srsf6
ENSMUSG00000016933,Plcg1
ENSMUSG00000016940,Kctd2
ENSMUSG00000016942,Tmprss6
ENSMUSG00000016946,Kctd5
ENSMUSG00000016984,Etaa1
ENSMUSG00000017009,Sdc4
ENSMUSG00000017057,Il13ra1
ENSMUSG00000017119,Nbr1
ENSMUSG00000017132,Cyth1
ENSMUSG00000017144,Rnd3
ENSMUSG00000017146,Brca1
ENSMUSG00000017176,Nt5c3b
ENSMUSG00000017188,Coa3
ENSMUSG00000017195,Zpbp2
ENSMUSG00000017210,Med24
ENSMUSG00000017221,Psmd3
ENSMUSG00000017264,Exosc10
ENSMUSG00000017286,Glod4
ENSMUSG00000017288,Vps53
ENSMUSG00000017291,Taok1
ENSMUSG00000017299,Dnttip1
ENSMUSG00000017307,Acot8
ENSMUSG00000017314,Mpp2
ENSMUSG00000017344,Vtn
ENSMUSG00000017376,Nlk
ENSMUSG00000017386,Traf4
ENSMUSG00000017390,Aldoc
ENSMUSG00000017404,Rpl19
ENSMUSG00000017405,Nek8
ENSMUSG00000017412,Cacnb4
ENSMUSG00000017417,Plxdc1
ENSMUSG00000017418,Arl5b
ENSMUSG00000017421,Zfp207
ENSMUSG00000017428,Psmd11
ENSMUSG00000017453,Pipox
ENSMUSG00000017478,Zc3h18
ENSMUSG00000017485,Top2b
ENSMUSG00000017493,Igfbp4
ENSMUSG00000017499,Cdc6
ENSMUSG00000017548,Suz12
ENSMUSG00000017550,Atad5
ENSMUSG00000017561,Crlf3
ENSMUSG00000017615,Tnfaip1
ENSMUSG00000017631,Abr
ENSMUSG00000017664,Slc35c2
ENSMUSG00000017670,Elmo2
ENSMUSG00000017677,Wsb1
ENSMUSG00000017679,Ttpal
ENSMUSG00000017686,Rhot1
ENSMUSG00000017697,Ada
ENSMUSG00000017707,Serinc3
ENSMUSG00000017715,Pgs1
ENSMUSG00000017716,Birc5
ENSMUSG00000017718,Afmid
ENSMUSG00000017721,Pigt
ENSMUSG00000017734,Dbndd2
ENSMUSG00000017737,Mmp9
ENSMUSG00000017747,Ghdc
ENSMUSG00000017754,Pltp
ENSMUSG00000017756,Slc12a7
ENSMUSG00000017760,Ctsa
ENSMUSG00000017764,Zswim1
ENSMUSG00000017765,Slc12a4
ENSMUSG00000017774,Myo1c
ENSMUSG00000017776,Crk
ENSMUSG00000017778,Cox7c
ENSMUSG00000017781,Pitpna
ENSMUSG00000017801,Mlx
ENSMUSG00000017802,Retreg3
ENSMUSG00000017830,Dhx58
ENSMUSG00000017831,Rab5a
ENSMUSG00000017832,Hspb9
ENSMUSG00000017837,Nkiras2
ENSMUSG00000017843,Ppp2r5c
ENSMUSG00000017858,Ift52
ENSMUSG00000017861,Mybl2
ENSMUSG00000017929,B4galt5
ENSMUSG00000017950,Hnf4a
ENSMUSG00000017999,Ddx27
ENSMUSG00000018001,Cyth3
ENSMUSG00000018008,Cyth4
ENSMUSG00000018012,Rac3
ENSMUSG00000018040,Rrp7a
ENSMUSG00000018042,Cyb5r3
ENSMUSG00000018068,Ints2
ENSMUSG00000018076,Med13l
ENSMUSG00000018102,H2bc4
ENSMUSG00000018143,Mafk
ENSMUSG00000018160,Med1
ENSMUSG00000018166,Erbb3
ENSMUSG00000018167,Stard3
ENSMUSG00000018169,Mfng
ENSMUSG00000018171,Vmp1
ENSMUSG00000018189,Uchl5
ENSMUSG00000018196,Glrx2
ENSMUSG00000018199,Ro60
ENSMUSG00000018209,Stk4
ENSMUSG00000018239,Zcchc10
ENSMUSG00000018286,Psmb6
ENSMUSG00000018287,Spag7
ENSMUSG00000018293,Pfn1
ENSMUSG00000018322,Tomm34
ENSMUSG00000018326,Ywhab
ENSMUSG00000018334,Ksr1
ENSMUSG00000018339,Gpx3
ENSMUSG00000018340,Anxa6
ENSMUSG00000018347,Zkscan6
ENSMUSG00000018362,Kpna2
ENSMUSG00000018363,Smurf2
ENSMUSG00000018372,Cep95
ENSMUSG00000018377,Vezf1
ENSMUSG00000018378,Cuedc1
ENSMUSG00000018379,Srsf1
ENSMUSG00000018381,Abi3
ENSMUSG00000018395,Kif3a
ENSMUSG00000018398,Septin8
ENSMUSG00000018401,Mtmr4
ENSMUSG00000018405,Mrm1
ENSMUSG00000018411,Mapt
ENSMUSG00000018412,Kansl1
ENSMUSG00000018415,Gid4
ENSMUSG00000018417,Myo1b
ENSMUSG00000018425,Dhx40
ENSMUSG00000018427,Ypel2
ENSMUSG00000018428,Akap1
ENSMUSG00000018433,Nol11
ENSMUSG00000018442,Derl2
ENSMUSG00000018446,C1qbp
ENSMUSG00000018449,Rpain
ENSMUSG00000018451,6330403K07Rik
ENSMUSG00000018459,Slc13a3
ENSMUSG00000018474,Chd3
ENSMUSG00000018476,Kdm6b
ENSMUSG00000018481,Appbp2
ENSMUSG00000018501,Ncor1
ENSMUSG00000018507,Trpv2
ENSMUSG00000018509,Cenpv
ENSMUSG00000018537,Pcgf2
ENSMUSG00000018541,Cwc25
ENSMUSG00000018547,Pip4k2b
ENSMUSG00000018548,Trim37
ENSMUSG00000018554,Ybx2
ENSMUSG00000018559,Ctdnep1
ENSMUSG00000018565,Elp5
ENSMUSG00000018566,Slc2a4
ENSMUSG00000018567,Gabarap
ENSMUSG00000018570,2810408A11Rik
ENSMUSG00000018572,Phf23
ENSMUSG00000018574,Acadvl
ENSMUSG00000018583,G3bp1
ENSMUSG00000018585,Atox1
ENSMUSG00000018593,Sparc
ENSMUSG00000018599,Mief2
ENSMUSG00000018604,Tbx3
ENSMUSG00000018651,Tada2a
ENSMUSG00000018654,Ikzf1
ENSMUSG00000018659,Pnpo
ENSMUSG00000018661,Cog1
ENSMUSG00000018666,Cbx1
ENSMUSG00000018669,Cdk5rap3
ENSMUSG00000018677,Slc25a39
ENSMUSG00000018678,Sp2
ENSMUSG00000018697,Aatf
ENSMUSG00000018707,Dync1h1
ENSMUSG00000018727,Cpsf4l
ENSMUSG00000018733,Pex12
ENSMUSG00000018736,Ndel1
ENSMUSG00000018740,Slc25a35
ENSMUSG00000018750,Zbtb4
ENSMUSG00000018761,Mpdu1
ENSMUSG00000018765,Fxr2
ENSMUSG00000018770,Atp5mc3
ENSMUSG00000018774,Cd68
ENSMUSG00000018776,Slc35g3
ENSMUSG00000018796,Acsl1
ENSMUSG00000018800,Abca5
ENSMUSG00000018809,Smyd4
ENSMUSG00000018819,Lsp1
ENSMUSG00000018820,Zfyve27
ENSMUSG00000018821,Avpi1
ENSMUSG00000018830,Myh11
ENSMUSG00000018841,Rad51d
ENSMUSG00000018846,Pank3
ENSMUSG00000018848,Rars1
ENSMUSG00000018858,Mrpl58
ENSMUSG00000018861,Fdxr
ENSMUSG00000018882,Mrpl45
ENSMUSG00000018899,Irf1
ENSMUSG00000018900,Slc22a5
ENSMUSG00000018909,Arrb1
ENSMUSG00000018921,Pelp1
ENSMUSG00000018923,Med11
ENSMUSG00000018924,Alox15
ENSMUSG00000018927,Ccl6
ENSMUSG00000018931,Natd1
ENSMUSG00000018932,Map2k3
ENSMUSG00000018965,Ywhah
ENSMUSG00000018974,Sart3
ENSMUSG00000018983,E2f2
ENSMUSG00000018986,Slfn3
ENSMUSG00000018995,Nars2
ENSMUSG00000018999,Slc35b4
ENSMUSG00000019027,Dnah1
ENSMUSG00000019039,Dalrd3
ENSMUSG00000019054,Fis1
ENSMUSG00000019055,Plod1
ENSMUSG00000019066,Rab3d
ENSMUSG00000019080,Mfsd3
ENSMUSG00000019082,Slc25a22
ENSMUSG00000019087,Atp6ap1
ENSMUSG00000019088,Dnase1l1
ENSMUSG00000019122,Ccl9
ENSMUSG00000019132,BC005537
ENSMUSG00000019139,Isyna1
ENSMUSG00000019143,Hars2
ENSMUSG00000019146,Cacng2
ENSMUSG00000019158,Tmem160
ENSMUSG00000019173,Rab5c
ENSMUSG00000019179,Mdh2
ENSMUSG00000019188,H13
ENSMUSG00000019189,Rnf145
ENSMUSG00000019210,Atp6v1e1
ENSMUSG00000019214,Chtf18
ENSMUSG00000019235,Rps6kl1
ENSMUSG00000019254,Ppp1r12c
ENSMUSG00000019256,Ahr
ENSMUSG00000019261,Map1s
ENSMUSG00000019295,Tmem129
ENSMUSG00000019297,Nop9
ENSMUSG00000019302,Atp6v0a1
ENSMUSG00000019303,Psmc3ip
ENSMUSG00000019312,Grb7
ENSMUSG00000019320,Noxo1
ENSMUSG00000019326,Aoc3
ENSMUSG00000019338,Zfp687
ENSMUSG00000019359,Gdpd2
ENSMUSG00000019362,D8Ertd738e
ENSMUSG00000019370,Calm3
ENSMUSG00000019373,Cops3
ENSMUSG00000019428,Fkbp8
ENSMUSG00000019432,Ddx39b
ENSMUSG00000019433,Gipc1
ENSMUSG00000019437,Tlcd1
ENSMUSG00000019461,Plscr3
ENSMUSG00000019464,Ptger1
ENSMUSG00000019467,Arhgef25
ENSMUSG00000019470,Xab2
ENSMUSG00000019471,Cdc37
ENSMUSG00000019478,Rab4a
ENSMUSG00000019487,Trip10
ENSMUSG00000019494,Cops6
ENSMUSG00000019505,Ubb
ENSMUSG00000019518,Ap4m1
ENSMUSG00000019528,Gyg1
ENSMUSG00000019539,Rcn3
ENSMUSG00000019558,Slc6a8
ENSMUSG00000019564,Arid3a
ENSMUSG00000019578,Ubxn6
ENSMUSG00000019579,Mydgf
ENSMUSG00000019590,Cyb561
ENSMUSG00000019647,Sema6a
ENSMUSG00000019659,Ccdc12
ENSMUSG00000019689,Fmc1
ENSMUSG00000019699,Akt3
ENSMUSG00000019710,Mrpl24
ENSMUSG00000019715,Gle1
ENSMUSG00000019718,L3hypdh
ENSMUSG00000019726,Lyst
ENSMUSG00000019731,Slc35e1
ENSMUSG00000019732,Calr3
ENSMUSG00000019734,Tmc4
ENSMUSG00000019738,Polr2i
ENSMUSG00000019761,Krt10
ENSMUSG00000019763,Rmnd1
ENSMUSG00000019773,Fbxo5
